Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
18778638970,"Jun 3, 2026, 11:43:34 PM",Evening Run,Run,"",1571,2.84,,,false,,,activities/18778638970.gpx,,,1571.0,918.0,2848.3,8.6,3.103,12.8,12.7,91.6,105.4,14.6,0.0,,,,,,,,,197.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2861.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.813,0.0,,,,,0.0,,,,3.117,,,,,,,,,,,,""
18764399821,"Jun 3, 2026, 12:50:50 AM",Scenic 🐕💩,Run,"",1709,3.20,,,false,,,activities/18764399821.gpx,,,1709.0,1076.0,3204.6,5.24,2.978,14.5,10.6,105.1,111.7,14.9,0.0,,,,,,,,,222.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3222.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.875,0.0,,,,,0.0,,,,2.995,,,,,,,,,,,,media/8c35c5e8-3807-4b68-966f-7d091a21c0b3.jpg
18737077576,"Jun 1, 2026, 2:16:45 AM",310km in 31 days May,Run,for sure toning down mileage next month to focus more on strength training,5430,15.40,,,false,,,activities/18737077576.gpx,,,5430.0,5336.0,15403.1,5.5,2.887,12.7,12.6,105.6,111.6,5.5,0.0,,,,,,,,,1061.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,15415.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.837,0.0,,,,,0.0,,,,2.889,,,,,,,,,,,,media/26dd5681-36aa-4e17-97c0-caa001410aa3.jpg|media/db8e0100-81bd-4e92-83b2-65beb6be6467.jpg
18715491437,"May 30, 2026, 12:05:26 PM",Sat morning run club with mom,Run,"",3417,8.71,,,false,,,activities/18715491437.gpx,,,3417.0,3376.0,8712.2,3.8,2.581,32.4,33.1,92.3,117.1,3.5,0.0,,,,,,,,,601.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8730.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,8692.9,,,,,0.0,,,,2.586,,,,,,,,,,,,media/e48688aa-3834-4683-9b2b-06d98e25c8e7.jpg|media/f211c6f2-38b0-412d-af3c-4ef61a75e34c.jpg
18704019003,"May 29, 2026, 2:48:37 PM",Morning Run,Run,tried to focus on form. Legs still feel like 🧱,3719,10.22,,,false,,,activities/18704019003.gpx,,,3719.0,3446.0,10220.6,7.02,2.966,23.7,24.4,96.8,111.6,5.2,0.0,,,,,,,,,705.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10246.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.748,0.0,,,,,0.0,,,,2.973,,,,,,,,,,,,media/c0ba7fc7-b98d-4e53-8839-00e45c45693c.jpg|media/f28a9b13-cb4c-4ec2-bb8b-16ba3156e23c.jpg
18688953074,"May 28, 2026, 11:59:39 AM",Morning run with mom,Run,"",3923,10.12,,,false,,,activities/18688953074.gpx,,,3923.0,3885.0,10124.5,6.02,2.606,34.7,34.7,96.7,114.5,9.5,0.0,,,,,,,,,700.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10169.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.581,0.0,,,,,0.0,,,,2.618,,,,,,,,,,,,media/1544e893-0da7-4ff3-8280-060c04385da2.jpg
18682785699,"May 27, 2026, 11:53:29 PM",Run with mom+Duncan,Run,"",1607,4.28,,,false,,,activities/18682785699.gpx,,,1607.0,1580.0,4286.8,6.7,2.713,17.7,18.0,81.6,93.5,5.5,0.0,,,,,,,,,296.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4303.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.668,0.0,,,,,0.0,,,,2.723,,,,,,,,,,,,media/bd04f53f-4bd1-4fee-9487-3eec61085bef.jpg
18678496385,"May 27, 2026, 5:27:05 PM",Afternoon Butter jog,Run,"",2074,3.17,,,false,,,activities/18678496385.gpx,,,2074.0,1243.0,3171.0,5.6,2.551,12.4,12.4,105.7,111.6,5.5,0.0,,,,,,,,,219.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3184.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.529,0.0,,,,,0.0,,,,2.562,,,,,,,,,,,,media/daecf510-f888-42b3-ab2d-d8c087538503.jpg|media/c61466ac-bc0c-40ff-a1fa-ceed1e95e757.jpg
18668935955,"May 27, 2026, 12:08:47 AM",Evening Run,Run,"",2677,3.86,,,false,,,activities/18668935955.gpx,,,2677.0,1552.0,3859.3,5.56,2.487,6.4,6.1,105.1,111.6,5.3,0.0,,,,,,,,,266.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3867.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.442,110.5,,,,,0.0,,,,2.492,,,,,,,,,,,,media/f062902f-44cb-4d1d-b2bc-7a1467abf949.jpg|media/9268580c-4485-4e5b-ba23-70be0d21a8fa.jpg
18654326387,"May 25, 2026, 10:02:33 PM",Post marathon walk,Run,"",2367,3.30,,,false,,,activities/18654326387.gpx,,,2367.0,1963.0,3301.7,4.78,1.682,10.8,10.8,105.7,111.6,6.6,0.0,,,,,,,,,228.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.395,0.0,,,,,0.0,,,,1.687,,,,,,,,,,,,media/bf8300ad-de17-40e2-8070-5730d5b87e86.jpg
18637238873,"May 24, 2026, 11:33:23 AM",Tamarack Marathon,Run,"Official Time: 4:13:58
Unofficial time: 4:06:57
",15161,43.16,,,false,,,activities/18637238873.gpx,,,15161.0,15161.0,43163.6,17.18,2.847,197.7,200.1,51.4,83.4,15.4,0.0,,,,,,,,,2989.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,43443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.847,0.0,,,,,0.0,,,,2.862,,,,,,,,,,,,media/cf324556-2cb0-44ff-9628-61ffe86a3aca.jpg|media/f8f469f4-3958-4b23-8638-416cd0f3c217.jpg|media/a2b33306-1957-4fed-b470-42000ca66950.jpg|media/a817a2bd-5557-4afe-8b7e-c1be491c9cd0.mp4
18633725129,"May 21, 2026, 11:16:30 PM",Evening Walk,Walk,"",2246,1.72,,,false,,,activities/18633725129.gpx,,,2246.0,1536.0,1722.4,3.82,1.121,0.0,2.7,64.1,66.8,4.5,-0.1,,,,,,,,,119.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18609061152,"May 21, 2026, 10:30:46 PM",Tulip fest,Walk,"",3600,3.20,,,false,,,,,,3600.0,3600.0,3200.0,,0.889,0.0,,,,,0.0,,,,,,,,,220.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/ee63d0d4-4c97-4326-9572-bdd1198e8c79.jpg|media/deb67bae-a4aa-4066-80df-d40e75921c8b.jpg|media/e80581ce-f220-430a-9859-f9cd7d78dd48.jpg
18601897268,"May 20, 2026, 11:06:24 AM",Morning Walk,Walk,"",19034,1.40,,,false,,,activities/18601897268.gpx,,,19034.0,1085.0,1400.9,2.94,1.291,5.8,5.0,105.7,111.6,4.4,0.1,,,,,,,,,96.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18579992977,"May 20, 2026, 10:36:43 AM",Shake out run,Run,"",1220,3.21,,,false,,,activities/18579992977.gpx,,,1220.0,1217.0,3210.1,4.18,2.638,10.7,9.8,96.8,107.8,4.4,0.0,,,,,,,,,222.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3222.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.631,0.0,,,,,0.0,,,,2.648,,,,,,,,,,,,""
18579657354,"May 20, 2026, 10:20:32 AM",Morning Walk,Walk,"",911,0.92,,,false,,,activities/18579657354.gpx,,,911.0,626.0,927.8,5.52,1.482,3.0,5.5,105.7,109.4,4.8,-0.2,,,,,,,,,64.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.018,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18558779210,"May 18, 2026, 6:02:29 PM",Weather starting to get hot :(,Run,"",2616,7.45,,,false,,,activities/18558779210.gpx,,,2616.0,2481.0,7454.5,3.92,3.005,30.6,49.7,92.4,113.7,4.3,-0.2,,,,,,,,,512.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,7443.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,0.0,,,,,0.0,,,,3.0,,,,,,,,,,,,""
18550254719,"May 18, 2026, 2:09:07 AM",Night Run,Run,"",3793,10.55,,,false,,,activities/18550254719.gpx,,,3793.0,3411.0,10556.2,7.2,3.095,8.4,6.1,106.5,112.9,9.2,0.0,,,,,,,,,728.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10575.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.783,0.0,,,,,0.0,,,,3.1,,,,,,,,,,,,media/92aa4d3b-49c1-4285-8c8e-59d8e24fe0e8.jpg|media/2f621fac-d6a9-48d6-879b-8d7963809c4f.jpg
18550038255,"May 18, 2026, 1:08:31 AM",ran into friends so I guess this the warm up,Run,"",374,1.08,,,false,,,activities/18550038255.gpx,,,374.0,374.0,1080.3,3.76,2.889,3.1,5.8,105.7,111.6,2.8,-0.1,,,,,,,,,74.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1079.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.889,0.0,,,,,0.0,,,,2.886,,,,,,,,,,,,media/1de8e0de-9d87-4e49-ab79-13af8a9d36ce.jpg
18530611326,"May 16, 2026, 2:26:44 PM",Morning Run,Run,"",713,2.25,,,false,,,activities/18530611326.gpx,,,713.0,713.0,2253.2,5.18,3.16,0.0,0.0,62.0,62.7,0.9,0.0,,,,,,,,,155.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2253.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,0.0,,,,,0.0,,,,3.161,,,,,,,,,,,,""
18530214379,"May 16, 2026, 11:10:20 AM",Westboro half with Duncan,Run,"",10982,21.63,,,false,,,activities/18530214379.gpx,,,10982.0,7108.0,21633.2,5.04,3.044,31.2,75.7,57.3,107.8,23.1,-0.2,,,,,,,,,1486.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21591.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,424.7,,,,,0.0,,,,3.038,,,,,,,,,,,,media/f98436b2-10c9-4c93-9897-e0ee050dbbb0.jpg|media/5f40a076-0e91-445e-a369-1ffdf93b121b.jpg|media/d201c751-6cd9-430e-bb8c-96e82c76ec13.mp4
18521914323,"May 15, 2026, 9:59:45 PM",Butter run,Run,"",1483,3.11,,,false,,,activities/18521914323.gpx,,,1483.0,1142.0,3113.6,3.88,2.726,9.3,9.2,105.1,111.5,17.6,0.0,,,,,,,,,215.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,55.5,,,,,0.0,,,,2.74,,,,,,,,,,,,media/16c5dc29-1e28-4f18-b8af-ec844d58fff0.jpg
18510749459,"May 14, 2026, 10:08:21 PM",Evening Run,Run,"",4254,11.38,,,false,,,activities/18510749459.gpx,,,4254.0,3803.0,11382.7,4.52,2.993,38.9,64.2,86.0,116.8,32.0,-0.2,,,,,,,,,784.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,11393.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.676,333.1,,,,,0.0,,,,2.996,,,,,,,,,,,,media/1397c83b-1d62-485c-8514-514abaa5f047.jpg
18498861143,"May 13, 2026, 11:14:28 PM",Pre vb run,Run,"",3218,8.97,,,false,,,activities/18498861143.gpx,,,3218.0,3081.0,8972.2,5.64,2.912,43.1,38.7,95.3,116.1,23.0,0.0,,,,,,,,,622.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,9036.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.788,1034.6,,,,,0.0,,,,2.933,,,,,,,,,,,,media/249be95c-8599-4f80-a8dd-87deda24181b.mp4|media/3cdf877b-f233-43fe-8aa1-7101ce80edb2.mp4|media/99cd1542-9c2c-49f3-a5eb-005e0c93cfac.mp4
18471909877,"May 12, 2026, 12:52:50 AM",wait . . . ain't i just do one of these yesterday,Run,"Had to crazy negative split cause phone was boutta die
second round interview secured 🫡",7624,21.26,,,false,,,activities/18471909877.gpx,,,7624.0,7375.0,21265.3,6.46,2.883,31.6,31.6,95.3,111.6,4.9,0.0,,,,,,,,,1465.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21298.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.789,111.0,,,,,0.0,,,,2.888,,,,,,,,,,,,media/b53872be-9ac7-446a-9a05-d97f1e4d4be1.jpg|media/5caeac6e-0cb6-4986-83b3-eccca537fd74.jpg
18458942403,"May 11, 2026, 12:49:00 AM",Evening Run,Run,"",2411,6.35,,,false,,,activities/18458942403.gpx,,,2411.0,2131.0,6356.8,4.66,2.983,22.7,22.7,96.8,111.6,5.2,0.0,,,,,,,,,439.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6379.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.637,0.0,,,,,0.0,,,,2.994,,,,,,,,,,,,media/9a22dd76-5960-4bc4-b526-d4d630c9000f.jpg|media/86d4675d-508a-4f38-8d15-0f5b0c5ae033.jpg
18441961686,"May 9, 2026, 2:41:18 PM",smt like that,Run,"",8242,21.12,,,false,,,activities/18441961686.gpx,,,8242.0,7139.0,21122.4,4.86,2.959,40.5,43.7,88.0,105.3,19.9,0.0,,,,,,,,,1457.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21181.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.563,4968.6,,,,,0.0,,,,2.967,,,,,,,,,,,,media/d879bdba-5960-40ff-a338-55dce55bd668.jpg|media/e76ee936-1c30-47c7-80ad-fdea5c71e380.jpg
18418802913,"May 7, 2026, 9:47:27 PM",6:2 on red lights 🙉,Run,"",4623,11.60,,,false,,,activities/18418802913.gpx,,,4623.0,4018.0,11604.1,4.46,2.888,38.3,63.6,85.8,116.8,12.5,-0.2,,,,,,,,,799.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,11609.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,365.2,,,,,0.0,,,,2.889,,,,,,,,,,,,""
18406997772,"May 7, 2026, 12:43:47 AM",Evening Run,Run,"",3723,11.55,,,false,,,activities/18406997772.gpx,,,3723.0,3715.0,11556.6,5.54,3.111,10.9,10.9,105.7,111.6,9.1,0.0,,,,,,,,,796.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,11568.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.104,0.0,,,,,0.0,,,,3.114,,,,,,,,,,,,""
18392668395,"May 5, 2026, 10:58:41 PM",Evening Run,Run,"",3274,10.00,,,false,,,activities/18392668395.gpx,,,3274.0,3274.0,10003.7,7.96,3.055,13.4,14.6,105.7,112.9,5.2,0.0,,,,,,,,,689.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10013.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.055,0.0,,,,,0.0,,,,3.059,,,,,,,,,,,,""
18380240383,"May 5, 2026, 2:16:13 AM",Night Run,Run,"",3600,10.80,,,false,,,activities/18380240383.gpx,,,3600.0,3600.0,10808.9,4.86,3.002,10.7,12.0,105.7,111.6,5.2,0.0,,,,,,,,,744.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10819.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.002,0.0,,,,,0.0,,,,3.005,,,,,,,,,,,,""
18367295655,"May 4, 2026, 2:44:26 AM",38.3/260km May 3rd,Run,"buzzer beater
38.3/25.2",3671,11.00,,,false,,,activities/18367295655.gpx,,,3671.0,3671.0,11000.3,4.54,2.997,12.2,12.0,105.7,111.9,5.5,0.0,,,,,,,,,758.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,11013.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.997,0.0,,,,,0.0,,,,3.0,,,0.0,0.0,,,,0.0,,,,media/4e894c22-41bb-46d3-9acb-13e7fef1d4e7.jpg
18352462169,"May 2, 2026, 9:46:37 PM",'I don't need a ride',Run,was not tuff,994,2.84,,,false,,,activities/18352462169.gpx,,,994.0,952.0,2841.7,4.16,2.985,4.2,15.4,95.9,111.6,4.3,-0.3,,,,,,,,,195.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.859,333.5,,,,,0.0,,,,2.976,,,0.0,0.0,,,,0.0,,,,""
18348999557,"May 2, 2026, 3:21:06 PM",24.5/260 May 2nd,Run,24.5/16.8,4386,12.52,,,false,,,activities/18348999557.gpx,,,4386.0,4386.0,12520.7,4.48,2.855,37.9,40.2,91.7,111.6,15.7,0.0,,,,,,,,,864.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,12560.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.855,11.9,,,,,0.0,,,,2.864,,,,,,,,,,,,media/ca1769ee-d253-4d40-a570-25ee5a2cd4c4.jpg
18337852782,"May 1, 2026, 7:34:44 PM",12/260km May 1st,Run,12.02/8.4 ,3891,12.02,,,false,,,activities/18337852782.gpx,,,3891.0,3891.0,12028.3,4.08,3.091,5.4,8.0,105.7,111.6,11.0,0.0,,,,,,,,,828.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,12032.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.091,0.0,,,,,0.0,,,,3.092,,,,,,,,,,,,""
18324941391,"Apr 30, 2026, 9:57:41 PM",I guess bro,Run,"",3327,10.45,,,false,,,activities/18324941391.gpx,,,3327.0,3327.0,10454.1,4.48,3.142,12.0,12.1,105.7,111.6,9.7,0.0,,,,,,,,,720.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10469.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.142,0.0,,,,,0.0,,,,3.147,,,,,,,,,,,,media/78ccd7d3-8f8a-4a18-9c7b-13dcdbdfe3ea.jpg
18307729928,"Apr 29, 2026, 2:38:55 PM",Lunch Run with Butter,Run,talk with chewy midrun,4802,10.01,,,false,,,activities/18307729928.gpx,,,4802.0,3398.0,10014.2,4.56,2.947,32.1,36.3,96.8,111.6,7.1,0.0,,,,,,,,,691.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.085,0.0,,,,,0.0,,,,2.957,,,,,,,,,,,,media/369a1668-f345-4f68-a120-0abd3ac809ed.jpg
18298748549,"Apr 28, 2026, 4:56:09 PM",Lunch Run,Run,"",3839,10.00,,,false,,,activities/18298748549.gpx,,,3839.0,3441.0,10003.6,4.0,2.907,63.3,60.8,90.1,113.2,20.2,0.0,,,,,,,,,693.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10077.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.606,0.0,,,,,0.0,,,,2.929,,,,,,,,,,,,""
18246669401,"Apr 25, 2026, 1:44:51 AM",Pizza Run,Run,it gets easier ,11040,30.12,,,false,,,activities/18246669401.gpx,,,11040.0,11040.0,30128.8,6.25,2.729,9.9,9.3,105.2,112.7,13.5,0.0,,,,,,,,,2075.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,30151.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.729,26.3,,,,,0.0,,,,2.731,,,0.0,0.0,,,,0.0,,,,media/585d5c07-6c78-4cc5-8163-d69472ef87f0.jpg|media/ace2ca0d-ee8b-4629-b127-d497b099ab2f.jpg
18228525922,"Apr 23, 2026, 4:17:04 PM",After 🏐 run home,Run,43/70,3511,10.25,,,false,,,activities/18228525922.gpx,,,3511.0,3511.0,10250.5,4.38,2.92,59.7,41.1,81.6,113.7,5.5,0.2,,,,,,,,,712.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10342.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,0.0,,,,,0.0,,,,2.946,,,0.0,0.0,,,,0.0,,,,""
18221687385,"Apr 23, 2026, 6:26:18 AM",Night Run,Run,"",1133,2.80,,,false,,,activities/18221687385.gpx,,,1133.0,1065.0,2802.9,4.8,2.632,32.0,15.2,92.6,124.8,8.6,0.7,,,,,,,,,200.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2900.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,20.6,,,,,0.0,,,,2.723,,,0.0,0.0,,,,0.0,,,,""
18211789282,"Apr 22, 2026, 12:16:53 PM",Morning Run,Run,"",4025,10.00,,,false,,,activities/18211789282.gpx,,,4025.0,3578.0,10007.3,7.42,2.797,63.5,63.5,95.6,123.9,14.3,0.0,,,,,,,,,696.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10112.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.486,0.0,,,,,0.0,,,,2.826,,,,,,,,,,,,media/6562b6df-c596-42c8-8f5f-ac35d1785803.jpg
18197249700,"Apr 21, 2026, 11:49:44 AM",Morning Run,Run,"",4031,10.10,,,false,,,activities/18197249700.gpx,,,4031.0,3912.0,10100.8,4.1,2.582,52.1,52.1,95.6,114.5,9.7,0.0,,,,,,,,,699.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10165.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.506,0.0,,,,,0.0,,,,2.598,,,0.0,0.0,,,,0.0,,,,media/2f6f7773-334b-486b-a5dd-9be0bd9ab32c.jpg
18183710401,"Apr 20, 2026, 11:50:48 AM",Morning Run,Run,"",3930,10.26,,,false,,,activities/18183710401.gpx,,,3930.0,3924.0,10268.4,5.2,2.617,77.9,75.3,90.1,123.0,8.9,0.0,,,,,,,,,713.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10359.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.613,0.0,,,,,0.0,,,,2.64,,,0.0,0.0,,,,0.0,,,,media/bc49b48f-e84a-462c-aac5-9d73df66e960.jpg
18166245385,"Apr 19, 2026, 1:12:31 AM",showing parents around campus jog,Run,"",3687,5.85,,,false,,,activities/18166245385.gpx,,,3687.0,2565.0,5853.7,4.1,2.282,27.7,21.1,325.1,340.9,24.6,0.1,,,,,,,,,407.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5910.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.588,503.5,,,,,0.0,,,,2.304,,,,,,,,,,,,""
18112850640,"Apr 15, 2026, 12:59:20 AM",Zzz,Run,"",1667,5.00,,,false,,,activities/18112850640.gpx,,,1667.0,1632.0,5004.5,5.81,3.066,5.2,10.7,325.1,336.8,7.0,-0.1,,,,,,,,,344.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5003.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.002,531.6,,,,,0.0,,,,3.066,,,0.0,0.0,,,,0.0,,,,media/7d0ab194-9160-41f6-82a6-e2844e7046b4.jpg|media/587838f3-3d4a-497c-849b-771cf988128f.jpg
18083973438,"Apr 12, 2026, 6:35:06 PM",Afternoon Run,Run,"",954,3.00,,,false,,,activities/18083973438.gpx,,,954.0,942.0,3004.8,5.74,3.19,3.9,11.0,325.1,336.7,3.4,-0.3,,,,,,,,,206.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2993.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,132.8,,,,,0.0,,,,3.178,,,,,,,,,,,,media/dd883521-1e0a-4537-88ca-d55cd39e0865.jpg
18070644482,"Apr 11, 2026, 5:47:38 PM",Run w Ethan + Matthew,Run,"",3029,8.58,,,false,,,activities/18070644482.gpx,,,3029.0,2861.0,8580.5,6.44,2.999,24.4,31.3,325.0,336.9,7.7,-0.1,,,,,,,,,595.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8641.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.833,271.0,,,,,0.0,,,,3.021,,,,,,,,,,,,media/d51bea27-d908-4daa-9bc4-9e2d70c3ff12.jpg|media/e3f9710c-33c3-4065-b094-1aa7674725ad.jpg
18039144903,"Apr 9, 2026, 10:43:25 AM",Regardless,Run,He's back,950,3.11,,,false,,,activities/18039144903.gpx,,,950.0,950.0,3112.1,5.2,3.276,0.0,11.0,325.1,336.9,3.7,-0.3,,,,,,,,,213.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3096.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.276,170.6,,,,,0.0,,,,3.28,,,0.0,0.0,,,,0.0,,,,media/eac67b14-c360-45a1-a038-92a97c4101f0.jpg
17666730389,"Mar 9, 2026, 7:20:08 PM",Pre Lunch Run with friends,Run,"",2854,6.82,,,false,,,activities/17666730389.gpx,,,2854.0,2213.0,6819.0,6.02,3.081,4.8,10.2,325.2,333.0,2.7,-0.1,,,,,,,,,469.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6816.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.389,248.5,,,,,0.0,,,,3.08,,,,,,,,,,,,""
17453706032,"Feb 18, 2026, 12:33:54 AM",Evening Run,Run,"",547,1.43,,,false,,,activities/17453706032.gpx,,,547.0,514.0,1434.5,5.18,2.791,6.1,22.9,92.9,117.0,9.1,-1.2,,,,,,,,,97.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1406.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.622,0.0,,,,,0.0,,,,2.736,,,,,,,,,,,,""
